32200128S|BROOK CLOSE|ROCHFORD|FRI|6|REF-240|REC-MIX-2
32200131S|BROOKLYN DRIVE|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200133S|BROOKSIDE|HOCKLEY|TUES|2|REF-240|REC-MIX-1
32200132S|BROOKSIDE AVENUE|WAKERING|FRI|5|REF-240|REC-MIX-2
32200134S|BROOM ROAD|HULLBRIDGE|TUES|4|REF-240|REC-MIX-2
32200135S|BROOMFIELD AVENUE|RAYLEIGH|THUR|2|REF-240|REC-MIX-1
32200136S|BROOMWAYS|WAKERING|FRI|5|REF-240|REC-MIX-2
32200137S|BROUGHAM CLOSE|WAKERING|FRI|4|REF-240|REC-MIX-2
32201007S|BRUNSWICK PLACE|RAYLIEGH|THUR|3|REF-240|REC-MIX-1
32200138S|BUCKINGHAM ROAD|HOCKLEY|TUES|1|REF-240|REC-MIX-1
32200139S|BULL LANE|HOCKLEY|TUES|1|REF-240|REC-MIX-1
32200141S|BULLWOOD APPROACH|HOCKLEY|FRI|6|REF-240|REC-MIX-2
32200142S|BULLWOOD HALL LANE|HOCKLEY|FRI|6|REF-240|REC-MIX-2
32200144S|BULLWOOD ROAD|HOCKLEY|TUES|1|REF-240|REC-MIX-1
32201228S|BURLINGTON GARDENS|HULLBRIDGE|TUES|6|REF-240|REC-MIX-2
32200145S|BURNHAM ROAD|HULLBRIDGE|TUES|4|REF-240|REC-MIX-2
32200146S|BURROWS WAY|RAYLEIGH|MON|5|REF-240|REC-MIX-2
32200147S|BUTTS PADDOCK|CANEWDON|FRI|2|REF-240|REC-MIX-1
32200148S|BYFORDS CLOSE|RAYLEIGH|THUR|5|REF-240|REC-MIX-2
32200149S|CAERNARVON CLOSE|HOCKLEY|TUES|1|REF-240|REC-MIX-1
32200150S|CAGEFIELD ROAD|STAMBRIDGE|FRI|2|REF-240|REC-MIX-1
32200151S|CAMBRIDGE GARDENS|ROCHFORD|WED|5|REF-240|REC-MIX-2
32200153S|CANEWDON HALL CLOSE|CANEWDON|FRI|2|REF-240|REC-MIX-1
32201216S|CANEWDON ROAD|ROCHFORD|FRI|2|REF-240|REC-MIX-2
32200155S|CANEWDON ROAD||FRI|6|REF-240|REC-MIX-1
32200156S|CANEWDON VIEW ROAD|ROCHFORD|FRI|2|REF-240|REC-MIX-1
32200157S|CANTABURY CLOSE|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32200158S|CANUTE CLOSE|CANEWDON|FRI|2|REF-240|REC-MIX-1
32200160S|CARPENTERS|WAKERING|FRI|4|REF-240|REC-MIX-2
32200161S|CASTLE CLOSE|RAYLEIGH|MON|4|REF-240|REC-MIX-2
32200162S|CASTLE DRIVE|RAYLEIGH|MON|5|REF-240|REC-MIX-2
32200163S|CASTLE ROAD|RAYLEIGH|MON|4|REF-240|REC-MIX-2
32200164S|CASTLE TERRACE|RAYLEIGH|MON|5|REF-240|NO
32200165S|CAUSTON WAY|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32201224S|CAVENDISH ROAD|HOCKLEY|TUES|6|REF-240|REC-MIX-2
32200166S|CAVERSHAM PARK AVE|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32200167S|CECIL WAY|RAYLEIGH|MON|3|REF-240|REC-MIX-1
32200168S|CEDAR CLOSE|RAYLEIGH|MON|3|REF-240|REC-MIX-1
32200169S|CEDAR DRIVE|HULLBRIDGE|TUES|3|REF-240|REC-MIX-1
32200170S|CEDAR MEWS|HOCKLEY|TUES|1|REF-240|REC-MIX-1
32200171S|CEDAR WALK|CANEWDON|FRI|2|REF-240|REC-MIX-1
32200174S|CENTRAL AVENUE|HULLBRIDGE|TUES|4|REF-240|REC-MIX-2
32200173S|CENTRAL AVENUE|ROCHFORD|WED|5|REF-240|REC-MIX-2
32200175S|CHAPEL LANE|WAKERING|FRI|4|REF-240|REC-MIX-2
32200176S|CHASE END|RAYLEIGH|MON|3|REF-240|REC-MIX-1
32200179S|CHASE SIDE|RAYLEIGH|MON|4|REF-240|REC-MIX-2
32200180S|CHATSWORTH GARDENS|HOCKLEY|TUES|1|REF-240|REC-MIX-1
32200181S|CHEAPSIDE EAST|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200182S|CHEAPSIDE WEST|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200184S|CHELMER AVENUE|RAYLIEGH|MON|5|REF-240|REC-MIX-2
32200188S|CHELMSFORD ROAD|RAYLEIGH|WED|6|REF-240|REC-MIX-2
32200189S|CHELTENHAM ROAD|HOCKLEY|WED|2|REF-240|REC-MIX-1
32200190S|CHERRY CLOSE|HOCKLEY|WED|2|REF-240|REC-MIX-1
32200191S|CHERRY ORCHARD LANE|ROCHFORD|FRI|6|REF-240|REC-MIX-2
32200195S|CHERRYDENE CLOSE|HULLBRIDGE|TUES|4|REF-240|REC-MIX-2
32200196S|CHERRYDOWN|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200197S|CHESTNUT CLOSE|HOCKLEY|WED|5|REF-240|REC-MIX-2
32201188S|CHESTNUT PATH|CANEWDON|FRI|2|REF-240|REC-MIX-1
32200200S|CHEVENING GARDENS|HOCKLEY|TUES|1|REF-240|REC-MIX-1
32200201S|CHILTON CLOSE|RAYLEIGH|THUR|5|REF-240|REC-MIX-2
32200202S|CHURCH END|PAGLESHAM|THUR|6|REF-240|NO
32205014S|CHURCH END (FOUL)|UNMADE|THUR|6|REF-240|REC-MIX-2
32200203S|CHURCH GREEN|CANEWDON|FRI|2|REF-240|REC-MIX-2
32200208S|CHURCH RD (RAWRETH)|RAWRETH|WED|6|REF-240|REC-MIX-2
32200204S|CHURCH Rd/ Houses|ASHINGDON|WED|5|REF-240|REC-MIX-2
32200207S|CHURCH ROAD|RAYLIEGH|MON|3|REF-240|REC-MIX-1
32200205S|CHURCH ROAD|BARLING|THUR|6|REF-240|REC-MIX-2
32200206S|CHURCH ROAD|HOCKLEY|TUES|6|REF-240|REC-MIX-2
32200209S|CHURCH STREET|RAYLEIGH|MON|5|REF-240|REC-MIX-2
32200211S|CLARENCE ROAD|RAYLEIGH|MON|2|REF-240|REC-MIX-1
32201230S|CLARENDON ROAD|HOCKLEY|TUES|6|REF-240|REC-MIX-2
32200212S|CLAVERING COURT|RAYLEIGH|THUR|2|REF-240|NO
32200213S|CLAYBRICK AVENUE|HOCKLEY|TUES|2|REF-240|REC-MIX-1
32200216S|CLAYSPRING CLOSE|HOCKLEY|WED|2|REF-240|REC-MIX-1
32200217S|CLEMENTS GARDENS|HOCKLEY|MON|6|REF-240|REC-MIX-2
32200218S|CLEMENTS HALL LANE|HOCKLEY|MON|6|REF-240|REC-MIX-2
32200219S|CLEMENTS HALL WAY|HAWKWELL|WED|3|REF-240|REC-MIX-1
32200220S|CLIFTON ROAD|ROCHFORD|WED|4|REF-240|REC-MIX-2
32200222S|CLYDE CRESCENT|RAYLEIGH|MON|5|REF-240|REC-MIX-2
32201124S|COMMON ROAD|WAKERING|THUR|6|REF-240|REC-MIX-2
32200224S|CONISTON CLOSE|RAYLEIGH|MON|1|REF-240|REC-MIX-1
32200225S|CONNAUGHT RD|RAYLEIGH|MON|2|REF-240|REC-MIX-1
32201189S|CONNAUGHT WALK|RAYLEIGH|MON|2|REF-240|REC-MIX-1
32200227S|CONWAY AVENUE|WAKERING|FRI|5|REF-240|REC-MIX-2
32200228S|COOMBES GROVE|ROCHFORD|FRI|2|REF-240|REC-MIX-1
32200230S|COPELAND|ROCHFORD|WED|4|REF-240|REC-MIX-2
32200231S|COPFORD AVENUE|RAYLEIGH|MON|3|REF-240|REC-MIX-1
32200232S|CORDELIA CRESCENT|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200233S|CORNHILL AVENUE|HOCKLEY|WED|2|REF-240|REC-MIX-1
32200234S|CORNWALL GARDENS|ROCHFORD|WED|4|REF-240|REC-MIX-2
32200235S|CORONATION CLOSE|WAKERING|FRI|6|REF-240|REC-MIX-2
32200236S|COTSWOLD AVENUE|RAYLEIGH|THUR|5|REF-240|REC-MIX-2
32205018S|COURT END (FOUL)|UNMADE|THUR|6|REF-240|REC-MIX-2
32200238S|COVENTRY CLOSE|HULLBRIDGE|TUES|4|REF-240|REC-MIX-2
32200240S|CRANLEIGH  GARDENS|UNMADE|TUES|6|REF-240|REC-MIX-2
32200241S|CRAVEN CLOSE|ROCHFORD|WED|5|REF-240|REC-MIX-2
32201125S|CREAKSEA FERRY ROAD|CANEWDON|FRI|2|REF-240|REC-MIX-1
32200242S|CREEK VIEW AVENUE|HULLBRIDGE|TUES|3|REF-240|REC-MIX-1
32200246S|CRESWICK AVENUE|RAYLEIGH|THUR|1|REF-240|REC-MIX-1
32200248S|CROMWELL ROAD|HOCKLEY|TUES|5|REF-240|REC-MIX-2
32200249S|CROUCH AVENUE|HULLBRIDGE|TUES|4|REF-240|REC-MIX-2
32200250S|CROUCH MEADOWS|HULLBRIDGE|MON|6|REF-240|REC-MIX-2
32200253S|CROUCH VIEW CRESCENT|HAWKWELL|FRI|6|REF-240|REC-MIX-2
32200251S|CROUCH VIEW GROVE|HULLBRIDGE|TUES|3|REF-240|REC-MIX-1
32200252S|CROUCHMANS AVENUE|WAKERING|FRI|5|REF-240|REC-MIX-2
32200254S|CROWN GARDENS|RAYLIEGH|THUR|5|REF-240|REC-MIX-2
32200255S|CROWN HILL|RAYLEIGH|MON|5|REF-240|REC-MIX-2
32200256S|CROWN ROAD|HOCKLEY|FRI|6|REF-240|NO
32205019S|CUPIDS CORNER|WAKERING|FRI|3|REF-240|REC-MIX-1
32200257S|CURTIS WAY|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32200259S|DALYS ROAD|ROCHFORD|WED|1|REF-240|REC-MIX-1
32200260S|DANBURY ROAD|RAYLEIGH|THUR|1|REF-240|REC-MIX-1
32200261S|DARTMOUTH CLOSE|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32200262S|DAWLISH CRESCENT|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32200263S|DAWS HEATH ROAD|RAYLEIGH|MON|4|REF-240|REC-MIX-2
32200264S|DEEPDEENE AVENUE|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200265S|DENE CLOSE|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200266S|DENE GARDENS|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200267S|DENHAM VALE|RAYLEIGH|THUR|1|REF-240|REC-MIX-1
32200268S|DERBYDALE|ROCHFORD|WED|4|REF-240|REC-MIX-2
32200269S|DERWENT AVENUE|RAYLEIGH|MON|1|REF-240|REC-MIX-1
32200270S|DEVON GARDENS|ROCHFORD|WED|4|REF-240|REC-MIX-2
32200271S|DISRAELI ROAD|RAYLEIGH|WED|6|REF-240|REC-MIX-2
32201008S|DOBSON CLOSE|RAYLEIGH|MON|4|REF-240|REC-MIX-2
32200272S|DOGGETTS CHASE|ROCHFORD|FRI|6|REF-240|REC-MIX-2
32200273S|DOGGETTS CLOSE||FRI|2|REF-240|REC-MIX-1
32200274S|DORIC AVENUE|ROCHFORD|WED|5|REF-240|REC-MIX-2
32200276S|DORSET GARDENS|ROCHFORD|WED|4|REF-240|REC-MIX-2
32200275S|DORTHY FARM ROAD|RAYLIEGH|MON|1|REF-240|REC-MIX-1
32200277S|DOULTON WAY|ROCHFORD|WED|4|REF-240|REC-MIX-2
32200279S|DOWN HALL CLOSE|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200280S|DOWN HALL PARK WAY|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32200278S|DOWN HALL ROAD|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200281S|DRAKES WAY|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32200285S|DUCKETTS MEAD|CANEWDON|FRI|2|REF-240|REC-MIX-1
32200286S|DURHAM ROAD|RAYLEIGH|MON|6|REF-240|REC-MIX-2
32200287S|DURHAM WAY|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32205021S|EAST END (PAG)|PAGELSHAM|THUR|6|REF-240|REC-MIX-2
32200288S|EAST HALL  ROAD|PAGLESHAM|THUR|6|REF-240|NO
32200289S|EAST STREET|ROCHFORD|FRI|3|REF-240|REC-MIX-1
32200290S|EASTBURY AVENUE|ROCHFORD|WED|3|REF-240|REC-MIX-1
32200291S|EASTCHEAP|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200292S|EASTERN ROAD|RAYLEIGH|MON|5|REF-240|REC-MIX-2
32200293S|EASTVIEW DRIVE|RAYLEIGH|TUES|4|REF-240|REC-MIX-2
32200294S|EASTWOOD RISE|EASTWOOD|WED|6|REF-240|REC-MIX-2
32201009S|Edingborough Close|RAYLIEGH|THUR|3|REF-240|REC-MIX-1
32200296S|EDWARD CLOSE|ROCHFORD|WED|4|REF-240|REC-MIX-2
32200297S|ELDON WAY|HOCKLEY|TUES|1|REF-240|REC-MIX-1
32200298S|ELIZABETH AVENUE|RAYLEIGH|MON|5|REF-240|REC-MIX-2
32200299S|ELIZABETH CLOSE|HOCKLEY|TUES|2|REF-240|REC-MIX-1
32200300S|ELLESMERE ROAD|ROCHFORD|FRI|6|REF-240|REC-MIX-2
32200301S|ELM CLOSE|RAYLEIGH|MON|6|REF-240|REC-MIX-2
32200302S|ELM DRIVE|RAYLEIGH|MON|6|REF-240|REC-MIX-2
32200303S|ELM GROVE|HULLBRIDGE|TUES|3|REF-240|REC-MIX-1
32200304S|ELMWOOD AVENUE|HOCKLEY|TUES|2|REF-240|REC-MIX-1
32200305S|ELSENHAM COURT|RAYLEIGH|THUR|2|REF-240|REC-MIX-1
32200306S|ELY CLOSE|RAYLIEGH|THUR|4|REF-240|REC-MIX-2
32200307S|ENGLEFIELD CLOSE|ROCHFORD|WED|3|REF-240|REC-MIX-1
32200309S|ESSEX CLOSE|RAYLEIGH|MON|2|REF-240|REC-MIX-1
32200310S|ESTUARY GARDENS|WAKERING|FRI|3|REF-240|REC-MIX-1
32200311S|ETHEL ROAD|RAYLEIGH|WED|6|REF-240|NO
32200312S|ETHELBERT ROAD|ROCHFORD|FRI|6|REF-240|REC-MIX-2
32200313S|ETHELDORE AVENUE|HOCKLEY|WED|2|REF-240|REC-MIX-1
32200314S|EVELEN ROAD|HOCKLEY|TUES|1|REF-240|REC-MIX-1
32200315S|EVEREST|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32200316S|EXHIBITION LANE|WAKERING|THUR|6|REF-240|REC-MIX-2
32200317S|EXMOUTH DRIVE|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32200318S|FAIRFIELD|WAKERING|FRI|5|REF-240|REC-MIX-2
32200319S|FAIRLAND CLOSE|RAYLEIGH|TUES|4|REF-240|REC-MIX-2
32200320S|FAIRMEAD|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32200321S|FALCON CLOSE|RAYLEIGH|THUR|1|REF-240|REC-MIX-1
32200322S|FAMBRIDGE ROAD|UNMADE|FRI|6|REF-240|REC-MIX-2
32200323S|FARMVIEW|RAYLEIGH|THUR|4|REF-240|REC-MIX-2
32200325S|FERNDALE ROAD|RAYLEIGH|TUES|4|REF-240|REC-MIX-2
32200326S|FERRY ROAD|HULLBRIDGE|TUES|3|REF-240|REC-MIX-1
32200327S|FINCHFIELD|RAYLEIGH|MON|3|REF-240|REC-MIX-1
32200330S|FLEMINGS FARM ROAD|UNMADE|WED|6|REF-240|NO
32200331S|FOLLY CHASE|HOCKLEY|FRI|1|REF-240|REC-MIX-1
32200332S|FOLLY LANE|HOCKLEY|FRI|1|REF-240|REC-MIX-1
32200333S|FOUNTAIN LANE|HOCKLEY|FRI|1|REF-240|REC-MIX-1
32200334S|FOXFIELD CLOSE|HOCKLEY|WED|5|REF-240|REC-MIX-2
32200335S|FRAMMINGHAM COURT|RAYLEIGH||5|REF-240|NO
32200336S|FRANCIS WALK|RAYLEIGH|MON|5|REF-240|REC-MIX-2
32201191S|FYFIELD PATH|RAYLEIGH|THUR|2|REF-240|REC-MIX-1
32200337S|GARDINERS LANE|CANEWDON|FRI|6|REF-240|REC-MIX-2
32200339S|GATSCOMBE CLOSE|HOCKLEY|TUES|1|REF-240|REC-MIX-1
32200341S|GAY BOWERS|HOCKLEY|FRI|1|REF-240|REC-MIX-1
32200342S|GAYLEIGHS|RAYLEIGH|THUR|3|REF-240|REC-MIX-1
32201211S|GAYS LANE|CANEWDON|FRI|2|REF-240|REC-MIX-1
32200343S|GILBERT CLOSE|RAYLEIGH|MON|3|REF-240|REC-MIX-1
32200344S|GLADSTONE GARDENS|RAYLEIGH|MON|5|REF-240|REC-MIX-2
32200345S|GLADSTONE ROAD|HOCKLEY|TUES|5|REF-240|REC-MIX-2
32200346S|GLASSEYS LANE|RAYLEIGH|MON|5|REF-240|REC-MIX-2
32200348S|GLEBE CLOSE|RAYLEIGH|THUR|1|REF-240|REC-MIX-1
32200347S|GLEBE CLOSE|WAKERING|FRI|5|REF-240|REC-MIX-2
32200349S|GLEBE DRIVE|RAYLEIGH|THUR|1|REF-240|REC-MIX-1
32200993S|GLENCROFTS|HOCKLEY|TUES|5|REF-240|REC-MIX-2
32200352S|GLENWOOD AVENUE|HOCKLEY|TUES|5|REF-240|REC-MIX-2
32200354S|GLOUCESTER AVENUE|RAYLEIGH|MON|2|REF-240|REC-MIX-1
32200357S|GOLD HANGER CLOSE|RAYLEIGH|THUR|2|REF-240|REC-MIX-1
32201231S|GOLDEN CROSS MEWS|ASHINGDON|WED|5|REF-240|REC-MIX-2
32200355S|GOLDEN CROSS PARADE|ROCHFORD|WED |5|REF-240|NO
32200356S|GOLDEN CROSS ROAD|ROCHFORD|WED|5|REF-240|REC-MIX-2
